#id,value1,value2
4066064,0.5974296354399727,-0.09531001734332888
427324,0.3392540159243987,-0.328191797795984
6056034,-1.5321897751218447,-0.591736755972059
132812,0.50084161669948,-1.295182465563523
658958,-0.5727358964236008,-0.7273586668426192
3856236,0.5490217867337697,1.6180247614136647
6864753,-1.996500873004416,-0.0452329781971796
8068358,2.833438162224903,1.2075856683390176
3555586,-0.2913656736671797,-0.33851001886787296
1143955,0.07880352659656345,-2.752302188775877
6045638,-0.05671367253033754,0.7689946598840453
429121,0.5143713180168105,-0.12934611338733248
3245286,0.0018543118347754638,0.5354598860584802
1828265,-0.02315487621318332,-0.665540352917658
5190268,0.16167820520396042,-1.8597909185165662
5702958,-0.3664344068065699,-0.39311286488127195
2194617,-0.8155001198380404,-1.6116663348012197
200039,-0.34973379902294127,-0.5265368446457392
525448,-0.286833576940544,-1.1588654165886276
2091414,1.2516973412965888,-1.3843749550503401
919125,-0.0006498680043246273,0.727128382116031
8309816,0.23529687483123465,0.4415799127272851
5531383,1.1490004218777137,-0.7102488891795975
979949,-2.3940667428523175,-0.23382846967498092
4536460,-2.4539137758112943,-0.5490868117829514
7231514,-1.672102428009802,-0.09729148337026619
1072309,-1.5740176800407737,0.4207595375700364
3453928,0.19931088803115313,0.38882652630113634
3425623,-0.9902844034887294,-0.09321392373066142
4514317,0.04989953824847108,1.0093538222535354
3147668,1.0584102520540066,1.7201141211462874
5225755,-0.876746708300858,-1.9336707824154404
6536707,0.3706985019084079,0.8523549215006085
6894801,1.2178556634233513,-0.30891145558741534
4382283,-3.7947542893901303,1.1304027684826707
7195,0.33036691253033845,1.3048282733655943
915105,1.4627933683690995,-0.835136913946481
6844008,0.1809555595226307,0.4935255562346771
5864136,0.029822364547977424,-0.7274128282671269
8022946,-0.5193171478279601,-1.5080446275666266
9778400,-0.3872623422757059,-1.9993385431953785
3407444,-0.8159882167557742,0.7084644669774393
4727907,1.1956067836325517,1.932645862043621
8542449,-0.6608827980084067,0.9991473573084146
7331946,-0.7556732671219077,-1.7978778061393381
4424501,0.9943938338955215,0.8556701983434507
7104996,-0.06585121824618499,1.3995572603511766
5944845,0.8250492884975718,0.3574951551692445
2765585,-0.19566598836212062,1.1837280916411077
2506684,-1.1811637992170558,0.9996854761409272
3342449,-1.0146514099843023,0.2560032024715207
3249753,0.4016038717061035,-0.23389470320473976
429841,0.3853759912811227,0.9027164611082956
3758087,1.4186244887329809,0.7553784585493681
6914012,-1.296144728773228,-0.3993712454828668
6959999,-0.1030386658755907,-0.5769213198867466
8545678,-0.3968894857770968,-0.9663596290682802
8268581,-0.45832037627740885,0.3878038805841312
3952859,-1.041498493557325,-0.41718630295529013
691237,0.8048426134135422,-1.5171800898427534
1864643,-0.411591068893439,1.2049119118857758
2590150,0.2916763150557411,-1.266146923350218
4746782,-1.4899306990428152,-0.7145218280220461
5133738,-0.30167983711273594,-0.2321534012729711
3491343,0.14295123389183512,2.038378442610119
5646360,-0.04179532165209422,-0.17989463536528075
3250257,0.295904525019355,-0.057602397946496256
8844855,-0.17745195184098375,-1.85208119398903
3130946,-0.13714194271899346,0.580536753640279
2605671,-0.9645645680120364,-0.4213542464739258
1624348,-0.2834685234578953,-1.9877070564879524
2912165,0.7110537635515246,-1.315631575285959
455425,-0.08129543455778192,0.12576253436289095
2544400,-1.2093226008487516,-0.5025943075160783
7864907,-1.26253096719847,1.5469200789086113
7275394,-0.1175570505495465,-0.8622127585974768
706531,0.021264439449028227,1.7052694241510127
5533314,0.0460047699672111,-1.5683885676218001
8282324,0.3966215263614651,0.3286543055602421
7043080,-0.36934574190098574,-0.2302906066365719
1933674,1.2340599828526009,1.7919339953552773
5103589,0.9431187161404944,-0.22285093200481415
5927784,-0.6478464553546402,-0.43121387751993767
6301164,0.24715964457956932,-0.4906919344156965
8939971,0.05072258310981009,-0.0035246458025471375
9460884,-0.30909891709586246,0.4160393044773875
1620607,1.3087903515305115,0.21453704432451975
4124433,-0.69366356475923,-1.4464778404281766
2400554,-2.070577710847347,0.9453864146201103
7030433,0.4380382423735891,0.35924767694275717
5683082,1.2682453066989752,1.8227223714587462
9016826,-1.1214553330022403,-1.0453283523621733
4112583,0.4153104231924171,0.19517494614280015
9655739,0.803628096406106,-0.33546568991791065
8578869,-0.2702842997519793,-0.48863263800585655
162727,0.2406634973989191,-0.6609856909828092
4285279,1.2836856403648258,0.17653049100738133
8296224,0.06476516337334448,0.8387461516901926
3522032,1.0846270303277836,3.0025775338229685
7792066,0.09078789830131094,-0.40395519655386547
7782664,-0.9219596887791174,-0.7484450954970492
1906412,0.6799875001254132,1.647923404641753
453750,-1.136335714019976,-0.3370927963839562
1565455,1.5944332722060417,1.1549618201592928
5460144,-0.44017470098742384,-0.6249917385522467
9503177,-0.3463061650597044,0.6105039068673384
1270151,-1.4351692384359989,1.3841932004978956
4983765,-0.06029931378256204,0.4741794828606981
1401133,0.20892404118588864,0.3938574720453292
4272671,1.1688182961837519,0.5047200984309381
2938921,0.6158257679370994,1.0327107635583712
4676395,0.7507795234122893,-1.7359685411472812
2141619,1.0244897722461563,-0.5583253403051877
6805410,1.333124230661984,-0.10281169032993413
3087508,1.1374719062401353,0.8621395203108743
3895161,-0.7733208068329496,-2.6287219839126466
2368212,0.4130590845488122,0.6651445284404927
692411,0.061082013537109105,0.7534420397199216
5829428,-0.7304179627027904,0.796489636051751
796502,-0.21925381949768888,-0.0555964201522227
7580305,-0.9206593982605072,2.5059312904511932
2521090,1.0767886679395264,-0.12837500980193883
4865734,-0.4414102526753454,0.9792818693191534
7290483,0.11436001795081266,0.18767612937815822
8034223,-0.37463147932583646,-0.17351753586749905
3987485,0.3058237515383764,0.0026611786106233337
3597764,1.6809379053191345,0.5688340168787038
8102108,-0.6364067121425947,0.749630012907024
6487726,-1.1824866558448819,0.6883570897845493
9850645,-1.2112174795604214,-1.3901165282370622
6549288,0.1637253002443345,-0.8461237055154214
18510,0.43625127003583786,0.6300432236797376
3071783,-0.06839728447852875,-1.5092471880260585
4025009,0.12572917578041726,0.3969189769622469
9586163,-0.04104835767742119,1.3414786313887883
4927910,0.23849330318943882,0.38989001214660746
2439048,-0.5900158517541388,0.834580248170541
9406284,-0.10008785996329758,1.694745148936126
4290364,0.40131648563127315,1.6877037775478407
1447570,0.7347697558359736,-1.0565380398630053
